title,author,category,keywords,summary
"Mawqif al-tayyar al-Islami fi Misr min al-qadiyah al-Filastiniyah, 1936-1948 M",/authors/OL4200629A,Islam and politics,"Islam and politics, Arab-Israeli conflict, Jewish-Arab relations, Religious aspects, Islam",
al-Binyah al-lughawiyah fi al-shir al-Arabi al-muasir,/authors/OL4200700A,Arabic poetry,"Arabic poetry, History and criticism, Arabic language, Semantics, Modernism (Literature)",Arabic poetry; 20th century; history and criticism; modernism; Arabic language; semantics; symbols.
Mada al-ihtimam bi-siyanat mashari al-bunyah al-asasiyah fi al-iqtisad al-Islami,/authors/OL4200790A,Economics,"Economics, Islam, Religious aspects",Economics; religious aspects; Islam.
Umara wa-muwatinun,/authors/OL4200835A,Islam and state,"Islam and state, Terrorism, Islam, Religious aspects",Terrorism; assasination; secret history of terrorist leaders; Egypt.
al-Dalalah wa-al-harakah,/authors/OL4200910A,Arabic language,"Arabic language, Grammar, Verb",Arabic language; grammar; verbs; Ph.D. dissertation.
ʻIlm al-aṣwāt ʻinda Ibn Sīnā,/authors/OL4200914A,Phonetics,"Phonetics, Contributions in phonetics",
Ras Ismail,/authors/OL4200927A,,,
"Sociologie, socialisme et internationalisme premarxistes. --",/authors/OL4200945A,,,
Yawmiyat Baghdad al-sirriyah: Al-tarikh al-sirri li-Hizb al-Bath,/authors/OL4201127A,Politics and government,"Politics and government, Politicians, Biography, Ḥizb al-Baʻth al-ʻArabī al-Ishtirākī (Iraq)",
Sayyid Qutb naqidan,/authors/OL4201567A,Arabic literature,"Arabic literature, History and criticism, Theory, Criticism",
al-Sharh al-kabir ala al-Waraqat,/authors/OL4201845A,Islamic law,"Islamic law, Early works to 1800, Interpretation and construction",
al-Yahud min al-mahd ila al-lahd,/authors/OL4202166A,Judaism,"Judaism, Doctrines, Zionism, Jews, History",Jews; Zionism; Judaism; doctrines; history.
Practical Creativity,/authors/OL4202343A,,,
Playwriting and Directing in Nigeria,/authors/OL4202345A,Playwriting,"Playwriting, Interviews, Theater, Production and direction, Nigerian Dramatists, In literature",
Industria Cultural y Sociedad de Masas,/authors/OL4202475A,,,
El Periodismo En La Radio,/authors/OL4202633A,,,
El Desafio Latinoamericano,/authors/OL4202646A,,,
Chakras - La Salud Al Alcance de Todos,/authors/OL4202657A,,,
"Informe Felas, El",/authors/OL4202659A,,,
A guide to Khmer temples in Thailand & Laos,/authors/OL2622234A,,,
What is Permissible Now!?,/authors/OL4202802A,,,
SARS War,/authors/OL4203564A,SARS virus,"SARS virus, Severe Acute Respiratory Syndrome, Coronaviruses, Transmission, Coronavirus infections, Viral pneumonia, Virus diseases, Prevention & control, Pathogenicity, Communicable diseases",
Sayām Samai bōrān,/authors/OL97935A,,,
The Art Of Date Selection,/authors/OL4203917A,,,
Mian Xiang Discover Face Reading- Your Guide to the Art of Chinese Face Reading,/authors/OL4203917A,Physiognomy,Physiognomy,
Financial Accounting,/authors/OL4203928A,,,
Revitalizing Health Through Vegetables,/authors/OL4204455A,,,
Guidance and Counselling,/authors/OL4204795A,,,
Dictionary of Subject Titles,/authors/OL4204801A,,,
Transport and Tourism,/authors/OL4204975A,,,
Law of Patents ; Concepts and Cases,/authors/OL4205033A,,,
"Dalits - 4 Vols. ; Past, Present and Future",/authors/OL4205099A,,,
Beginner's Logic ; Deductive and Symbolic,/authors/OL4205116A,,,
Raj Orators ; Speeches of Eminent Indians During the Raj,/authors/OL4205411A,Politics and government,Politics and government,Contributed speeches mostly on 1947 India.
Sure Success Series in PG Medical Entrance,/authors/OL4205511A,,,
Management of Urological Problems in General Politicies,/authors/OL4205554A,,,
Agricultural Environment and Health,/authors/OL4205669A,Malnutrition,"Malnutrition, Agricultural ecology, Agriculture, india",
SAARC (Analytical Survey),/authors/OL4206462A,,,
Education and Cerebral Asymmetries,/authors/OL4206570A,,,
Dying in Rajasthan,/authors/OL4206829A,,,
Wild Rice in Tropics,/authors/OL4206963A,,,
Algebra and Number Theory,/authors/OL4206979A,Algebra,"Algebra, Congresses, Number theory, Number tjeory",
English Language Teaching,/authors/OL4207261A,,,
"Acarya Kesari Sri Srimad Bhakti Prajnana Kesava Gosvami, His Life and Teachings",/authors/OL105788A,,,
Manufacture of Perfumes Cosmetics and Detergents,/authors/OL4207430A,,,
Readings in Nepalese Economy,/authors/OL4207680A,,,
Legal Control of Radiation Pollution,/authors/OL4207724A,Radioactive pollution,"Radioactive pollution, Law and legislation, Environmental law",
Readwell's Learn Japanese in a Month ; Easy Method of Learning Japanese through English without a Teacher,/authors/OL4207815A,,,
"Polwysep Helski, mapa turystyczna: Karwia, Jastrzebia Gora, Wladyslawowo, Chalupy, Kuznica, Jastarnia, Jurata, Hel = Holiday map = Wanderkarte = Carte touristique : 1:50 000",/authors/OL4209499A,,,
Samorząd gospodarczy w Polsce,/authors/OL4209585A,Economic policy,"Economic policy, Local government, History",
El Enigma Picasso/ the Picasso Enigma,/authors/OL4210022A,Fiction,"Fiction, Ficción, Prostitutas, Novela histórica, Prostitutes, Artists, fiction, Fiction, historical, general",
Las cortes generales el el sistema constitucional,/authors/OL4210199A,Freedom of religion,"Freedom of religion, Ecclesiastical law",
Contra Franco,/authors/OL4210407A,Politics and government,"Politics and government, Resistance to Government, History",
Produccion de Gansos,/authors/OL4210538A,,,
Biotecnologia - Principios Biologicos,/authors/OL4210553A,,,
Meditacion y Mandra,/authors/OL4211015A,,,
Filosofía hispano-musulmana ...,/authors/OL4211373A,,,
Historia del Pueblo Judio - 3 Tomos -,/authors/OL4211393A,,,
Timonel - Manual de Navegacion a Vela,/authors/OL4211928A,,,
Nadie Te Podr Decir Lo Que Es Amar,/authors/OL4212028A,,,
La Fabrica de La Soberania,/authors/OL4212616A,,,
Phračhan khưn thī ʻAmērikā,/authors/OL97938A,,,"Report on 1985 visit to United States of America, by Sirikit, Queen, consort of Bhumibol Adulyadej, King of Thailand, b. 1932."
"Ahora, Me Toca a Mi",/authors/OL4213472A,,,
Sistema Politico y Aprendizaje Constitucional,/authors/OL4213554A,Constitutional law,"Constitutional law, Constitutional history",
Diseno Como Poetica,/authors/OL4213566A,,,
Phǣng mǣ  =,/authors/OL97958A; /authors/OL6972911A,Translations into English,"Translations into English, Short stories, Lao, Lao Short stories, Fiction, short stories (single author)","""Outhine. Bounyavong is one of the most prominent contemporary writers in Laos. His stories are animated with Laotian virtues of simplicity, compassion, respect for age, and other village mores; they breathe with a gentleness that is fresh and distinctive. Outhine is interested in his own memories, in how to behave with compassion, and in the chain of life among men and women that reaches into the earth."".

""Rather than writing through an ideological lens, Outhine focuses on the passions and foibles of ordinary people. Their good luck, disappointments, and plain but poignant conversations reveal the subtle textures of Lao culture. The tragedy of war and the threat of environmental degradation are themes woven into his stories."".

""This book presents fourteen of Outhine Bounyavong's short stories in English translation alongside the Lao originals, marking his formal debut for an American audience.""--BOOK JACKET."
El Futbol y Las Transformaciones del Peronismo,/authors/OL4213755A,Soccer,"Soccer, History, Peronism, Sports and state, Politics and government",
Peasants and state in contemporary Thailand,/authors/OL97960A,Peasantry,"Peasantry, Rural conditions, Political activity",
El Origen de Los Nombres de Los Paises del Mundo,/authors/OL4214425A,,,
Home - Trucos del Hogar,/authors/OL4215209A,,,
La Agresion y La Violencia,/authors/OL4215297A,,,
Carnivores of light and darkness,/authors/OL29487A,Fantasy,"Fantasy, Fiction, Fantastic fiction, Adventure stories, Science fiction, Fiction, fantasy, epic","The three-volume Journeys of the Catechist is the quest of a hero who questions every person and animal he meets, in a world where the impossible is normal and virtue is the greatest weapon a champion can possess. Etjole Ehomba is a herdsman whose simple sense of honor demands that he fulfill the dying wish of a shipwrecked stranger. His promise means that Ehomba must walk the length of a world armed only with a bone knife and a sky-metal sword, crossing lands of unceasing peril, sailing an impassable ocean, vanquishing an unstoppable evil, and rescuing a woman he has never met for the sake of a dead man he did not know. No wizard or warrior would attempt such a mad quest. But a man who poses questions to everything he meets may find answers that no wizard could imagine. . . ."
"Guia de Carreras Abogacia, CS. Sociales y Politica",/authors/OL4215382A,,,
Lengua 7,/authors/OL4215712A,,,
Patologia de La Piedra y Los Materiales de La,/authors/OL4215742A,,,
Como Rezarle a San Cayetano,/authors/OL4216154A,,,
Kaṃbhlœṅ gmān  mcâs,/authors/OL98043A,,,
Performance Art in China,/authors/OL4216388A,Performance art,Performance art,
Dang bu zhu de hao yun,/authors/OL4216393A,,,
"Laboratory notebook for turf, ornamental and shade tree entomology",/authors/OL4216432A,,,
Ahzab al-munaqasah,/authors/OL4216482A,Political parties,"Political parties, Religion and politics, Social aspects",Lebanon; political parties; previously published in al-Diyār newspaper.
Umara wa-qabail,/authors/OL4216500A,Politics and government,"Politics and government, Ethnic relations, Shiites, Religious minorities, Islam and politics",
Singapore's foreign policy,/authors/OL98055A,Foreign relations,"Foreign relations, Singapore, foreign relations",
Mafatih al-qasidah al-Jahiliyah: Nahwa ruyah naqdiyah jadidah,/authors/OL4217385A,Arabic poetry,"Arabic poetry, History and criticism",
Suhayl Amyamani,/authors/OL4217666A,,,Poems.
Shakhsiyat raidah min biladi,/authors/OL4217751A,Scholars,"Scholars, Biography, Education, Intellectual life",
When the impossible happens,/authors/OL98119A,,,
Nuzum al-faraid mimma fi silsilatay al-Albani min fawaid,/authors/OL4217974A,Hadith,"Hadith, Criticism, interpretation, Hermeneutics, Forgeries",
He Teleutaia Chare,/authors/OL4218364A,,,
"Run Poachers, Run! (Sapra Junior Safari Guide,)",/authors/OL4218549A,,,
al-Fann al-tashkili fi Tunis,/authors/OL4219188A,Tunisian Art,"Tunisian Art, Modern Art, Tunisian Painting",
al-Qada,/authors/OL4219275A,,,
al-Idah li-bad al-istilah,/authors/OL1294226A,Sufism,"Sufism, Terminology, Arabic language, Terms and phrases, Doctrines, Sufi poetry, History and criticism, Dictionaries, Arabic, Early works to 1800",
Mashru al-muassasah: Nahwa istiratijiyah lil-taghyir al-mukhattat fi al-muassasat al-talimiyah bi-al-Maghrib,/authors/OL4219953A,Educational change,"Educational change, Education and state",Education; planning; socio-cultural concept; Marocco.
al-Inqilabat al-Bulusiyah fi al-Islam,/authors/OL4220093A,International Institute of Islamic Thought,"International Institute of Islamic Thought, Islam",
Our World 3 Pb Soc Stud Zambia,/authors/OL4220115A,,,
Sinaloa,/authors/OL4220414A,,,
El Rebelde Olvidado,/authors/OL4220447A,,,
"Coleccionista de Estrellas, El",/authors/OL4220685A,,,
Historia De Las Malas Ldeas,/authors/OL4220851A,Ethnology,"Ethnology, Anthropology","""La sociedad se basa en la venganza. Naciones, pueblos, tribus, imperios, religiones, culturas o clases se definen por el modo en que ella se regula y garantiza""--Cubierta."
Ley Comentada del Impuesto Sobre Sociedades,/authors/OL4221011A,Corporations,"Corporations, Taxation, Law and legislation",
Diccionario Historico Biografico del Valle de Baztan (Navarra),/authors/OL4221014A; /authors/OL7025768A,Spanish,"Spanish, Genealogy, Basques, Local History, Basque language, Immigrants, Dictionaries, Dialects, Spanish language, Basque",
Decoracion Floral,/authors/OL4221307A,,,
El Lenguaje Desde El Punto De Vista Funcional,/authors/OL3127908A,,,
Trascripcion Del Ruso Al Español (Otras Obras),/authors/OL4221888A,,,
Pabellones de La Exposicion - 100 Anos,/authors/OL4221968A,Exhibition buildings,"Exhibition buildings, History",
Proceedings of the Forum on DENR Foreign-Assisted and Special Projects Success Stories and Lessons Learned,/authors/OL98239A,Congresses,"Congresses, Factory and trade waste, Management, Refuse and refuse disposal, Environmental aspects, Philippines, Environmental aspects of Factory and trade waste",
Frutos de La Tierra,/authors/OL4222053A,,,
Homeopatia / Homeopathy,/authors/OL4222323A; /authors/OL839992A,Homeopathy.,"Homeopathy., Materia medica, Vegetable., Medicinal plants., Homeopatía., Materia médica vegetal., Plantas medicinales., Homeopathy, Naturopathy, Medicinal plants, Homeopatía",
Formas (Shapes),/authors/OL1237078A,,,
Pepon,/authors/OL4222437A,Tramps,"Tramps, Juvenile fiction, Stars, Romance fiction, Fiction, Love, Spanish language materials, Vagabundos, Novela juvenil, Estrellas",
Baile De Luna (Coleccibon Cuadrada),/authors/OL4222446A,Cats,"Cats, Fiction, Spanish language materials, Gatos, Novela juvenil",
"El Sida (Coleccion """"Quien, Cuando, Que""""/Who, What, When Series)",/authors/OL4222567A,,,
El Problema Del Hombre/ the Question of Man,/authors/OL4223891A,,,
Dòng sông Hà Nội,/authors/OL98303A,Social life and customs,Social life and customs,
Practicas De Derecho De Sociedades,/authors/OL4224186A,,,
Curso de Pranoterapia,/authors/OL4224780A,,,
Hà Nội trong má̆t tôi,/authors/OL98311A,Fiction,Fiction,
"El Motor, Cuatro Y DOS Tiempos (Biblioteca Tecnica Y Practica De La Motocicleta/Four and Two Cylinder Engines)",/authors/OL4225220A,,,
Puesta a punto de motores,/authors/OL4225220A,,,
Sistemas de Irrigacion,/authors/OL4225300A,Crops and water,"Crops and water, Irrigation farming, Cultivos de regadío, Riego",
Piedras Pintadas (Cumo Hacerlo/Painted Rocks),/authors/OL4225410A,,,
Gestion de La Formacion En Las Organizaciones,/authors/OL4225925A,,,
Paris - Gran Turismo,/authors/OL4226172A,,,
Los Cuatro Amigos De Siempre/ the Four Friends Forever,/authors/OL4226294A,,,
No Te Lo Tomes Al Pie De La Letra,/authors/OL4226341A,,,
Marketing Politico/ Political Marketing (Marketing Sectorial/ Sectorial Marketing),/authors/OL4226742A,,,
Tug of War,/authors/OL4227638A,,,
Romantic Love and Sexuality,/authors/OL4227973A,,,
Semiconductor Industry Association Annaul Report and Directory 2000 (Annual Report and Directory),/authors/OL4228126A,,,
"Severe Behavior Disorders of Children and Youth, Summer 1980; Monograph in Behavioral Disorders Series",/authors/OL4228270A,,,
1990-91 Welding Engineering Data & Filler Metal Comparison Charts,/authors/OL4228282A,,,
Cognitive Aspects of Anaphona Judgment and Resolution,/authors/OL4228331A,,,
Sen Sec Int Eng 3 TB Malawi,/authors/OL4228410A,,,
"Case Concerning Military and Paramilitary Activities in and Against Nicaragua: Reports of Judgments, Advisory Opinions and Others",/authors/OL4228614A,,,
Evaluation of Biodiversity Projects,/authors/OL4228631A,,,
"Atlas of Tumor Pathology Tumors of the Exocrine Pancreas, Fascicle 19",/authors/OL4228712A,,,
Garbage in Garbage Out,/authors/OL4228761A,,,
"Airport Activity Statistics of Certificated Route Aircarriers, 1989 Calendar Year",/authors/OL4228940A,,,
Halogenated Hydrocarbons/Product No Z21501-5,/authors/OL4229206A,,,
John Paul II,/authors/OL4229246A,,,
Tiếp tục thục hiện di chúc thiêng liêng của Hò̂ Chủ tịch,/authors/OL98410A,Presidents,"Presidents, Biography, History",
Revenge at Blue Valley,/authors/OL4229511A,,,
Current Issues 2002,/authors/OL4229512A,,,
Emergency Response Concept Plan for Tooele Army Depot and Vicinity (De 90004362),/authors/OL4229533A,,,
One for the Funny (P 562),/authors/OL4229638A,,,
Solzhenitsyn Reads in Russian,/authors/OL222507A,,,
Ten Marketers Talk About How to Build and Manage the Hospital Marketing Function,/authors/OL4229715A,,,
Municipal Finance Administration in New Jersey,/authors/OL4229743A,,,
Ittijahat al-tanmiyah al-ijtimaiyah al-iqtisadiyah fi al-mujtama al-Qatari,/authors/OL4230871A,Economic policy,"Economic policy, Social conditions, Social policy, Economic conditions",
Kusudama,/authors/OL4231152A,,,
"Enrique Gómez Carrillo, el cronista errante",/authors/OL4231266A,Autores guatemaltecos,"Autores guatemaltecos, Guatemalan Authors, Biography, Biografía",
Humorous Monologues for Women,/authors/OL2346839A,,,
Asi Me Infiltre En La Mafia,/authors/OL4231681A,,,
Sale & purchase of property,/authors/OL98499A,Vendors and purchasers,"Vendors and purchasers, Registration and transfer, Land titles",
Novell Net Ware 4.1,/authors/OL4232195A,,,
Medicina En Internet - Guia de Navegacion -,/authors/OL4232204A,,,
